Key,Type,Desc,Chinese(Simplified),Chinese(Traditional),English,French,Japanese,Korean,Spanish,German,Portuguese(Brazil),Russian,Italian
6/1/62,Text,Comment,这是？....威尔....？,這是？....威爾....？,This is?... Will....?,Qu'est-ce que... ?.... Will.... ?,これは？……ウィル……？,이건?.... 윌....?,¿Esto es?... ¿Will....?,Was ist das?... Will....?,Isto é?... Will....?,Это?... Уилл....?,
6/1/63,Text,Comment,"他之前怎么可能去过那里！  ","他之前怎麼可能去過那裡！  ","How could he possibly have been there before!  ","Comment aurait-il pu être allé là-bas auparavant !  ","彼が前にあそこへ行っていたはずがない！  ","그가 전에 거길 갔을 리가 없잖아!  ","¡¿Cómo podría haber estado allí antes?!  ","Wie hätte er vorher dort gewesen sein können!  ","Como ele poderia já ter estado lá antes!  ","Как он мог побывать там раньше!  ",
6/1/64,Text,Comment,这是威尔的胸针？,這是威爾的胸針？,Is this Will's brooch?,C'est la broche de Will ?,これはウィルのブローチか？,이건 윌의 브로치야?,¿Este es el broche de Will?,Ist das Wills Brosche?,Este é o broche do Will?,Это брошь Уилла?,
6/1/65,Text,Comment,滑动方块，清空上下两条轨道。 点击宝石，让铜条顺利通过即可开锁。,滑動方塊，清空上下兩條軌道。 點擊寶石，讓銅條順利通過即可開鎖。,Slide the blocks to clear the upper and lower tracks. Tap the gems to let the copper bar pass through and unlock it.,"Faites glisser les blocs pour dégager les deux rails, en haut et en bas. Cliquez sur les gemmes pour laisser passer la barre de cuivre et déverrouiller le mécanisme.",ブロックを動かして上下2本のレールを空ける。宝石をタップして銅の棒を通せば解錠できる。,블록을 움직여 위아래 두 줄의 레일을 비우세요. 보석을 눌러 구리 막대가 통과하면 잠금이 해제됩니다.,"Desliza los bloques para despejar las dos vías, arriba y abajo. Pulsa las gemas para que la barra de cobre pase y así abrir la cerradura.","Verschiebe die Blöcke, um die obere und untere Schiene freizumachen. Klicke auf die Edelsteine, damit die Kupferstange passieren und das Schloss geöffnet werden kann.",Deslize os blocos para liberar os trilhos superior e inferior. Toque nas gemas para deixar a barra de cobre passar e destravar a fechadura.,"Передвигайте блоки, чтобы очистить верхнюю и нижнюю дорожки. Нажимайте на самоцветы, чтобы медная планка смогла пройти и замок открылся.",
6/1/66,Text,Comment,这是我的笔迹！,這是我的筆跡！,This is my handwriting!,C'est mon écriture !,これは僕の筆跡だ！,이건 내 필적이야!,¡Esta es mi letra!,Das ist meine Handschrift!,Esta é a minha letra!,Это мой почерк!,
6/1/67,Text,Comment,这副手套！？我在梦里见到过！,這副手套！？我在夢裡見到過！,These gloves!? I've seen them in a dream!,Ces gants !? Je les ai vus en rêve !,この手袋！？ 夢で見たことがある！,이 장갑은!? 꿈에서 본 적이 있어!,¿¡Estos guantes!? ¡Los vi en un sueño!,Diese Handschuhe!? Ich habe sie in einem Traum gesehen!,Estas luvas!? Eu as vi em um sonho!,Эти перчатки!? Я видел их во сне!,
6/1/68,Text,Comment,"准备好了，出发吧！ ","準備好了，出發吧！ ","I'm ready. Let's go! ","Je suis prêt, allons-y ! ","準備はできた。行こう！ ","준비됐어. 가자! ","Estoy listo. ¡Vámonos! ","Ich bin bereit. Los geht's! ","Estou pronto. Vamos! ","Я готов. Идём! ",
6/1/69,Text,Comment,好的先生！,好的先生！,"Certainly, sir!","Bien, monsieur !",かしこまりました、旦那様！,"알겠습니다, 선생님!","¡Sí, señor!","Jawohl, Sir!","Sim, senhor!","Хорошо, сэр!",
6/1/70,Text,Item,圆盘,圓盤,Disc,Disque,円盤,원판,Disco,Scheibe,Disco,Диск,
6/1/71,Text,Item,星星,星星,Star,Étoile,星,별,Estrella,Stern,Estrela,Звезда,
6/1/72,Text,Item,碎报纸,碎報紙,Torn Newspaper,Morceau de journal,破れた新聞,찢어진 신문,Periódico roto,Zeitungsfetzen,Jornal rasgado,Обрывок газеты,
6/1/73,Text,Item,威尔的胸针,威爾的胸針,Will's Brooch,Broche de Will,ウィルのブローチ,윌의 브로치,Broche de Will,Wills Brosche,Broche do Will,Брошь Уилла,
6/1/74,Text,Item,威尔的信,威爾的信,Will's Letter,Lettre de Will,ウィルの手紙,윌의 편지,Carta de Will,Wills Brief,Carta de Will,Письмо Уилла,
6/1/75,Text,Item,项链,項鍊,Necklace,Collier,ネックレス,목걸이,Collar,Halskette,Colar,Ожерелье,
6/1/76,Text,Item,刀,刀,Knife,Couteau,ナイフ,칼,Cuchillo,Messer,Faca,Нож,
6/1/77,Text,Item,钥匙,鑰匙,Key,Clé,鍵,열쇠,Llave,Schlüssel,Chave,Ключ,
6/1/78,Text,Item,胶带,膠帶,Tape,Ruban adhésif,テープ,테이프,Cinta adhesiva,Klebeband,Fita adesiva,Лента,
6/1/79,Text,Item,旋钮,旋鈕,Knob,Bouton,つまみ,손잡이,Perilla,Drehknopf,Manopla,Ручка,
6/1/80,Text,Item,黑石手链,黑石手鍊,Black Stone Bracelet,Bracelet de pierre noire,黒石のブレスレット,검은 돌 팔찌,Pulsera de piedra negra,Schwarzstein-Armband,Pulseira de pedra negra,Браслет из чёрного камня,
6/1/81,Text,Trigger,这里缺少了一个圆盘。,這裡缺少了一個圓盤。,A disc is missing here.,Il manque un disque ici.,ここには円盤がひとつ足りない。,여기에는 원판 하나가 부족하다.,Aquí falta un disco.,Hier fehlt eine Scheibe.,Falta um disco aqui.,Здесь не хватает одного диска.,
6/1/82,Text,Trigger,这里可以放置收集到的线索。,這裡可以放置收集到的線索。,Collected clues can be placed here.,Les indices collectés peuvent être placés ici.,ここには集めた手がかりを置ける。,수집한 단서를 여기에 놓을 수 있다.,Aquí se pueden colocar las pistas recopiladas.,Hier können gesammelte Hinweise abgelegt werden.,As pistas coletadas podem ser colocadas aqui.,Сюда можно поместить собранные улики.,
6/1/83,Text,Trigger,还缺少4张。,還缺少4張。,4 pieces are still missing.,Il manque encore 4 pièces.,あと4枚足りない。,아직 4장이 부족하다.,Aún faltan 4 piezas.,Es fehlen noch 4 Stück.,Ainda faltam 4 peças.,Не хватает ещё 4 частей.,
6/1/84,Text,Trigger,还缺少3张。,還缺少3張。,3 pieces are still missing.,Il manque encore 3 pièces.,あと3枚足りない。,아직 3장이 부족하다.,Aún faltan 3 piezas.,Es fehlen noch 3 Stück.,Ainda faltam 3 peças.,Не хватает ещё 3 частей.,
6/1/85,Text,Trigger,还缺少2张。,還缺少2張。,2 pieces are still missing.,Il manque encore 2 pièces.,あと2枚足りない。,아직 2장이 부족하다.,Aún faltan 2 piezas.,Es fehlen noch 2 Stück.,Ainda faltam 2 peças.,Не хватает ещё 2 частей.,
6/1/86,Text,Trigger,还缺少1张。,還缺少1張。,1 piece is still missing.,Il manque encore 1 pièce.,あと1枚足りない。,아직 1장이 부족하다.,Aún falta 1 pieza.,Es fehlt noch 1 Stück.,Ainda falta 1 peça.,Не хватает ещё 1 части.,
6/1/87,Text,Trigger,这个心形凹槽里缺了点东西。,這個心形凹槽裡缺了點東西。,Something is missing from this heart-shaped recess.,Il manque quelque chose dans cette cavité en forme de cœur.,このハート形のくぼみには何かが足りない。,이 하트 모양 홈에는 뭔가 부족하다.,Falta algo en este hueco con forma de corazón.,In dieser herzförmigen Vertiefung fehlt etwas.,Está faltando alguma coisa neste encaixe em forma de coração.,В этом углублении в форме сердца чего-то не хватает.,
6/1/88,Text,Trigger,这里有一个形状特殊的凹槽。,這裡有一個形狀特殊的凹槽。,There is a uniquely shaped recess here.,Il y a ici une cavité à la forme particulière.,ここには特殊な形のくぼみがある。,여기에는 특이한 모양의 홈이 있다.,Aquí hay un hueco con una forma peculiar.,Hier ist eine Vertiefung mit einer besonderen Form.,Há aqui um encaixe de formato incomum.,Здесь углубление необычной формы.,
6/1/89,Text,Trigger,这里有一个星形凹槽。,這裡有一個星形凹槽。,There is a star-shaped recess here.,Il y a ici une cavité en forme d'étoile.,ここには星形のくぼみがある。,여기에는 별 모양의 홈이 있다.,Aquí hay un hueco con forma de estrella.,Hier ist eine sternförmige Vertiefung.,Há aqui um encaixe em forma de estrela.,Здесь углубление в форме звезды.,
6/1/90,Text,Trigger,这里的电线出问题了。,這裡的電線出問題了。,The wiring here is faulty.,Le câblage ici a un problème.,ここの配線に問題がある。,여기 전선에 문제가 생겼다.,El cableado aquí tiene un problema.,Mit der Verkabelung hier stimmt etwas nicht.,A fiação aqui está com problema.,Проводка здесь неисправна.,
6/1/91,Text,Trigger,这个锁扣很紧，得找东西撬开。,這個鎖扣很緊，得找東西撬開。,This latch is tight. I need to find something to pry it open.,Ce loquet est bien serré. Il faut trouver quelque chose pour le faire sauter.,この留め具は固い。こじ開けるものを探さないと。,이 걸쇠는 너무 단단하다. 지렛대 삼을 걸 찾아야 한다.,Este pestillo está muy apretado. Tendré que buscar algo para hacer palanca.,"Dieser Riegel sitzt fest. Ich muss etwas finden, um ihn aufzuhebeln.",Esta trava está muito presa. Preciso encontrar algo para forçá-la.,"Эта защёлка сидит слишком плотно. Нужно найти, чем её поддеть.",
6/1/92,Text,Trigger,这里还缺少一个旋钮。,這裡還缺少一個旋鈕。,A knob is still missing here.,Il manque encore un bouton ici.,ここにはまだつまみがひとつ足りない。,여기에는 아직 손잡이 하나가 부족하다.,Aquí todavía falta una perilla.,Hier fehlt noch ein Drehknopf.,Ainda falta um botão aqui.,Здесь всё ещё не хватает одной ручки.,
6/1/93,Text,Trigger,还需要一把钥匙。,還需要一把鑰匙。,I still need a key.,Il faut encore une clé.,まだ鍵が必要だ。,아직 열쇠가 필요하다.,Todavía hace falta una llave.,Es wird noch ein Schlüssel benötigt.,Ainda é preciso uma chave.,Ещё нужен ключ.,
6/1/94,Text,Aside,暂时不用去卧室。,暫時不用去臥室。,No need to go to the bedroom for now.,Pas besoin d'aller dans la chambre pour l'instant.,今は寝室へ行く必要はない。,지금은 침실에 갈 필요가 없다.,Por ahora no hace falta ir al dormitorio.,Im Moment muss ich nicht ins Schlafzimmer.,"Por enquanto, não preciso ir ao quarto.",Пока нет нужды идти в спальню.,
6/1/95,Text,Aside,原来密码在这里。,原來密碼在這裡。,So this is where the code was.,"Alors, le code était ici.",なるほど、暗証番号はここにあったのか。,비밀번호가 여기 있었군.,Así que aquí estaba la contraseña.,Also war der Code hier.,Então a senha estava aqui.,Вот где был код.,
6/1/96,Text,Aside,咖啡的香气。,咖啡的香氣。,The aroma of coffee.,L'arôme du café.,コーヒーの香り。,커피 향기.,El aroma del café.,Der Duft von Kaffee.,O aroma do café.,Аромат кофе.,
6/1/97,Text,Aside,这里已经没有有用的东西了。,這裡已經沒有有用的東西了。,There's nothing useful left here.,Il n'y a plus rien d'utile ici.,ここにはもう役に立つものはない。,여기에는 이제 쓸 만한 것이 없다.,Aquí ya no queda nada útil.,Hier gibt es nichts Nützliches mehr.,Não há mais nada de útil aqui.,Здесь больше нет ничего полезного.,
6/1/98,Text,Aside,这就是正确的顺序了。,這就是正確的順序了。,This is the correct order.,C'est le bon ordre.,これが正しい順番だ。,이게 올바른 순서다.,Este es el orden correcto.,Das ist die richtige Reihenfolge.,Esta é a ordem correta.,Это правильный порядок.,
6/1/99,Text,Aside,这里的东西都拿完了。,這裡的東西都拿完了。,I've taken everything here.,J'ai pris tout ce qu'il y avait ici.,ここのものはもう全部取った。,여기 있는 건 전부 챙겼다.,Ya he tomado todo lo de aquí.,Ich habe hier alles mitgenommen.,Já peguei tudo daqui.,Я уже забрал здесь всё.,
6/1/100,Text,Aside,现在还不是出门的时候。,現在還不是出門的時候。,It's not time to go out yet.,Ce n'est pas encore le moment de sortir.,まだ外へ出る時じゃない。,아직 밖에 나갈 때가 아니다.,Aún no es momento de salir.,"Es ist noch nicht Zeit, nach draußen zu gehen.",Ainda não é hora de sair.,Сейчас ещё не время выходить.,
6/1/101,Text,Aside,保险柜就在这个房间的油画后面。,保險櫃就在這個房間的油畫後面。,The safe is behind the oil painting in this room.,Le coffre-fort se trouve derrière le tableau dans cette pièce.,金庫はこの部屋の油絵の裏にある。,금고는 이 방의 유화 뒤에 있다.,La caja fuerte está detrás del cuadro de esta habitación.,Der Safe befindet sich hinter dem Ölgemälde in diesem Zimmer.,O cofre fica atrás da pintura nesta sala.,Сейф находится за картиной в этой комнате.,
6/1/102,Text,Aside,东西已经都被拿走了。,東西已經都被拿走了。,Everything has already been taken.,Tout a déjà été emporté.,もう全部持ち去られている。,물건은 이미 전부 가져가 버렸다.,Ya se han llevado todo.,Alles wurde bereits mitgenommen.,Tudo já foi levado.,Всё уже забрали.,
6/1/103,Text,Aside,得先打开台灯才能按下这些按键。,得先打開檯燈才能按下這些按鍵。,I need to turn on the desk lamp before pressing these buttons.,Il faut d'abord allumer la lampe de bureau avant d'appuyer sur ces boutons.,まずデスクランプをつけてから、これらのボタンを押さないと。,먼저 스탠드를 켜야 이 버튼들을 누를 수 있다.,Primero tengo que encender la lámpara de escritorio antes de pulsar estos botones.,"Ich muss zuerst die Tischlampe einschalten, bevor ich diese Tasten drücken kann.",Preciso acender primeiro o abajur de mesa antes de apertar estes botões.,"Сначала нужно включить настольную лампу, прежде чем нажимать эти кнопки.",
6/1/104,Text,Aside,电线好像出问题了。,電線好像出問題了。,The wiring seems to be faulty.,Le câblage semble avoir un problème.,配線に問題があるようだ。,전선에 문제가 생긴 것 같다.,Parece que el cableado tiene un problema.,Mit der Verkabelung scheint etwas nicht zu stimmen.,Parece que a fiação está com problema.,"Похоже, с проводкой что-то не так.",
6/1/105,Text,Aside,油画后面好像藏了什么？,油畫後面好像藏了什麼？,Is something hidden behind the oil painting?,Il y a quelque chose de caché derrière le tableau ?,油絵の裏に何か隠されているのか？,유화 뒤에 뭔가 숨겨져 있는 건가?,¿Hay algo escondido detrás del cuadro?,Ist hinter dem Ölgemälde etwas versteckt?,Há algo escondido atrás da pintura?,За картиной что-то спрятано?,
6/1/106,Text,Aside,这副手套为什么会在这里？,這副手套為什麼會在這裡？,Why are these gloves here?,Pourquoi ces gants sont-ils ici ?,この手袋、どうしてここにあるんだ？,이 장갑은 왜 여기 있는 거지?,¿Por qué están estos guantes aquí?,Warum liegen diese Handschuhe hier?,Por que estas luvas estão aqui?,Почему эти перчатки здесь?,
6/1/107,Text,Instruction,将圆环恢复至正确位置即可通关。,將圓環恢復至正確位置即可通關。,Restore the rings to the correct positions to clear the puzzle.,Remettez les anneaux dans la bonne position pour réussir l'épreuve.,円環を正しい位置に戻せばクリア。,원형 고리를 올바른 위치로 되돌리면 클리어됩니다.,Coloca los anillos en la posición correcta para completar el rompecabezas.,"Bringe die Ringe in die richtige Position, um das Rätsel zu lösen.",Restaure os anéis à posição correta para concluir o desafio.,"Верните кольца в правильное положение, чтобы пройти головоломку.",
6/1/108,Text,Instruction,将碎掉的报纸拼好。,將碎掉的報紙拼好。,Reassemble the torn newspaper.,Reconstituez le journal déchiré.,破れた新聞を元通りにしろ。,찢어진 신문을 맞춰라.,Reconstruye el periódico roto.,Setze die zerrissene Zeitung wieder zusammen.,Remonte o jornal rasgado.,Соберите разорванную газету.,
6/1/109,Text,Instruction,滑动方块，清空上下两条轨道。 点击宝石，让铜条顺利通过即可开锁。,滑動方塊，清空上下兩條軌道。 點擊寶石，讓銅條順利通過即可開鎖。,Slide the blocks to clear the upper and lower tracks. Click the gemstones so the copper strip can pass through and unlock the lock.,"Faites glisser les blocs pour dégager les deux rails, en haut et en bas. Cliquez sur les gemmes afin que la barre de cuivre puisse passer et ouvrir la serrure.",ブロックを動かして上下2本のレールを空けろ。宝石をクリックし、銅の棒を通せば解錠できる。,블록을 밀어 위아래 두 줄의 레일을 비우세요. 보석을 눌러 구리 막대가 지나가게 하면 잠금이 해제됩니다.,"Desliza los bloques para despejar los dos rieles, superior e inferior. Haz clic en las gemas para que la barra de cobre pase y se abra la cerradura.","Verschiebe die Blöcke, um die obere und untere Schiene freizuräumen. Klicke auf die Edelsteine, damit der Kupferstab passieren und das Schloss öffnen kann.",Deslize os blocos para liberar os trilhos superior e inferior. Clique nas gemas para que a barra de cobre passe e a fechadura se abra.,"Сдвигайте блоки, чтобы освободить верхнюю и нижнюю дорожки. Нажимайте на драгоценные камни, чтобы медная планка смогла пройти и открыть замок.",
6/1/110,Text,Other,抽屉的里面放着很重要的东西，我把打开抽屉的密码刻在花盆上了。,抽屜的裡面放著很重要的東西，我把打開抽屜的密碼刻在花盆上了。,There is something very important inside the drawer. I carved the code to open it onto the flowerpot.,Il y a quelque chose de très important dans le tiroir. J'ai gravé le code pour l'ouvrir sur le pot de fleurs.,引き出しの中にはとても重要なものが入っている。引き出しを開ける暗証番号は植木鉢に刻んでおいた。,서랍 안에는 아주 중요한 물건이 들어 있다. 서랍을 여는 비밀번호는 화분에 새겨 두었다.,Hay algo muy importante dentro del cajón. Grabé en la maceta la combinación para abrirlo.,In der Schublade befindet sich etwas sehr Wichtiges. Den Code zum Öffnen habe ich in den Blumentopf geritzt.,Há algo muito importante dentro da gaveta. Gravei no vaso de flores a senha para abri-la.,"Внутри ящика лежит очень важная вещь. Код, чтобы открыть его, я вырезал на цветочном горшке.",
6/1/111,Text,Other,"里格斯！快来救我....你的手链与这里似乎有着某种联系，出发之前一定要戴上！这很重要！  

威尔","里格斯！快來救我....你的手鍊與這裡似乎有著某種聯繫，出發之前一定要戴上！這很重要！  

威爾","Riggs! Come save me, quickly.... Your bracelet seems to have some kind of connection to this place. Make sure you put it on before you leave! It's important!  

Will","Riggs ! Viens me sauver, vite.... Ton bracelet semble avoir un certain lien avec cet endroit. Assure-toi de le mettre avant de partir ! C'est important !  

Will","リグス！早く助けに来てくれ....君の腕輪はここに何らかのつながりがあるようだ。出発する前に必ず身につけてくれ！とても重要だ！  

ウィル","리그스! 어서 날 구하러 와.... 네 팔찌는 이곳과 어떤 식으로든 연결되어 있는 것 같다. 출발하기 전에 반드시 착용해! 아주 중요해!  

윌","¡Riggs! Ven a salvarme, rápido.... Tu pulsera parece tener algún tipo de vínculo con este lugar. ¡Asegúrate de ponértela antes de partir! ¡Es importante!  

Will","Riggs! Komm und rette mich, schnell.... Dein Armband scheint in irgendeiner Weise mit diesem Ort verbunden zu sein. Leg es unbedingt an, bevor du aufbrichst! Das ist wichtig!  

Will","Riggs! Venha me salvar, rápido.... Sua pulseira parece ter algum tipo de ligação com este lugar. Certifique-se de colocá-la antes de partir! Isso é importante!  

Will","Риггс! Скорее, спаси меня.... Кажется, твой браслет как-то связан с этим местом. Обязательно надень его перед тем, как отправиться в путь! Это важно!  

Уилл",
6/1/112,Text,Other,"或许那一瞬间就是答案！  ","或許那一瞬間就是答案！  ","Perhaps that instant is the answer!  ","Peut-être que cet instant est la réponse !  ","おそらく、あの一瞬こそが答えだ！  ","어쩌면 그 순간이 바로 답일지도 모른다!  ","¡Quizá ese instante sea la respuesta!  ","Vielleicht ist genau dieser Augenblick die Antwort!  ","Talvez aquele instante seja a resposta!  ","Возможно, именно то мгновение и есть ответ!  ",
6/1/113,Text,Other,"深刻的记忆就如同船锚，把我固定在汹涌的记忆之海上...  ","深刻的記憶就如同船錨，把我固定在洶湧的記憶之海上...  ","A profound memory is like an anchor, keeping me fixed upon the surging sea of memory...  ","Un souvenir profondément gravé est comme une ancre, me maintenant sur la mer déchaînée de la mémoire...  ","深く刻まれた記憶は、まるで錨のように、荒れ狂う記憶の海に私をつなぎ留める...  ","깊이 새겨진 기억은 닻과도 같아서, 거센 기억의 바다 위에 나를 붙들어 둔다...  ","Un recuerdo profundo es como un ancla, que me mantiene fijo sobre el embravecido mar de la memoria...  ","Eine tief eingeprägte Erinnerung ist wie ein Anker, der mich auf dem tosenden Meer der Erinnerungen festhält...  ","Uma memória profunda é como uma âncora, mantendo-me preso sobre o mar revolto das lembranças...  ","Глубокая память подобна якорю, что удерживает меня в бушующем море воспоминаний...  ",
6/1/114,Text,Other,这些书籍好像有什么规律。,這些書籍好像有什麼規律。,There seems to be some pattern to these books.,Ces livres semblent suivre une certaine logique.,この本には何か規則性があるようだ。,이 책들에는 뭔가 규칙이 있는 것 같다.,Parece que estos libros siguen algún patrón.,Diese Bücher scheinen einem bestimmten Muster zu folgen.,Parece haver algum padrão nesses livros.,"Похоже, в этих книгах есть какая-то закономерность.",
6/1/115,Text,Other,这些红点好像是保险柜的密码。,這些紅點好像是保險櫃的密碼。,These red dots seem to be the safe's combination.,Ces points rouges semblent être la combinaison du coffre-fort.,この赤い点が金庫の暗証番号のようだ。,이 붉은 점들이 금고 비밀번호인 것 같다.,Estos puntos rojos parecen ser la combinación de la caja fuerte.,Diese roten Punkte scheinen die Kombination des Safes zu sein.,Esses pontos vermelhos parecem ser a combinação do cofre.,"Похоже, эти красные точки — код от сейфа.",
6/1/116,Text,Other,啊....额......又是这个幻觉....我这是怎么了...,啊....額......又是這個幻覺....我這是怎麼了...,Ah.... uh...... this hallucination again.... what's happening to me...,Ah.... euh...... encore cette hallucination.... qu'est-ce qui m'arrive...,ああ....うっ......またこの幻覚か....僕はどうしたんだ...,아.... 윽...... 또 이 환각이야.... 나한테 무슨 일이 일어나고 있는 거지...,Ah.... eh...... otra vez esta alucinación.... qué me está pasando...,Ah.... äh...... schon wieder diese Halluzination.... was ist nur mit mir los...,Ah.... hã...... essa alucinação de novo.... o que está acontecendo comigo...,А.... э...... опять эта галлюцинация.... что со мной происходит...,
6/1/117,Text,Other,你怎么了亲爱的！,你怎麼了親愛的！,"What's wrong, dear!","Qu'y a-t-il, mon cher !",どうしたの、あなた！,"무슨 일이에요, 여보!","¡Qué te pasa, querido!","Was ist los, mein Lieber!","O que houve, querido!","Что с тобой, дорогой!",
6/1/118,Text,Other,我没事.....,我沒事.....,I'm fine.....,Je vais bien.....,何でもない.....,난 괜찮아.....,Estoy bien.....,Mir geht's gut.....,Estou bem.....,Я в порядке.....,
6/1/119,Text,Other,又有新的案件要调查吗？,又有新的案件要調查嗎？,Is there another new case to investigate?,Il y a encore une nouvelle affaire à enquêter ?,また新しい事件を調べるの？,또 새로운 사건을 조사해야 하나요?,¿Hay otro caso nuevo que investigar?,Gibt es schon wieder einen neuen Fall zu untersuchen?,Há outro caso novo para investigar?,Опять новое дело для расследования?,
6/1/120,Text,Other,嗯.....威尔向我求援，我必须去调查清楚发生了什么....,嗯.....威爾向我求援，我必須去調查清楚發生了什麼....,Mm..... Will asked me for help. I have to go and find out what happened....,Hum..... Will m'a demandé de l'aide. Je dois aller découvrir ce qui s'est passé....,ああ.....ウィルが助けを求めてきた。何が起きたのか、確かめに行かなければ....,음..... 윌이 나에게 도움을 청했어. 무슨 일이 있었는지 알아보러 가야 해....,Mm..... Will me pidió ayuda. Tengo que ir a averiguar qué ocurrió....,"Hm..... Will hat mich um Hilfe gebeten. Ich muss herausfinden, was geschehen ist....",Hum..... Will me pediu ajuda. Preciso ir descobrir o que aconteceu....,"Хм..... Уилл попросил меня о помощи. Я должен выяснить, что произошло....",
6/1/121,Text,Other,那你...一定要注意安全...不要莽撞..,那你...一定要注意安全...不要莽撞..,Then... you must be careful... don't be reckless..,Alors... fais bien attention... ne sois pas imprudent..,だったら...くれぐれも気をつけて...無茶はしないで..,그렇다면... 꼭 조심해요... 무리하지 말고..,Entonces... tienes que tener cuidado... no seas imprudente..,Dann... pass unbedingt auf dich auf... sei nicht leichtsinnig..,Então... tome muito cuidado... não seja imprudente..,Тогда... будь очень осторожен... не действуй безрассудно..,
6/1/122,Text,Other,我会的....,我會的....,I will....,Je le ferai....,そうするよ....,그럴게....,Lo haré....,Werde ich....,Vou sim....,Обязательно....,
6/1/123,Text,Other,你也照顾好自己亲爱的...,你也照顧好自己親愛的...,"You take care of yourself too, dear...","Toi aussi, prends bien soin de toi, mon cher...",君も体を大事にしてくれ、愛しい人...,"당신도 몸조심해요, 여보...","Tú también cuídate, querido...","Pass du auch auf dich auf, mein Lieber...","Cuide-se também, querido...","Ты тоже береги себя, дорогая...",
6/1/124,Text,CG,诡异的幻象，挥之不去的低语。,詭異的幻象，揮之不去的低語。,"Uncanny visions, whispers that would not fade.","Des visions inquiétantes, des murmures qui ne s'effacent pas.",不気味な幻影。振り払っても消えない囁き。,"기이한 환영, 떨쳐낼 수 없는 속삭임.","Visiones extrañas, susurros que no desaparecen.","Unheimliche Visionen, nicht verstummende Flüstern.","Visões inquietantes, sussurros que não se calam.","Жуткие видения, неотступный шёпот.",
6/1/126,Text,CG,还有……支离破碎的记忆。,還有……支離破碎的記憶。,And... memories in fragments.,Et... des souvenirs en lambeaux.,それに……バラバラに砕けた記憶。,그리고…… 산산이 부서진 기억.,Y... recuerdos hechos pedazos.,Und... Erinnerungen in Scherben.,E... memórias em pedaços.,И ещё... обрывки памяти.,
6/1/127,Text,CG,我必须在彻底发疯前，找回真相。,我必須在徹底發瘋前，找回真相。,I must recover the truth before I go completely mad.,Je dois retrouver la vérité avant de sombrer tout à fait dans la folie.,完全に狂ってしまう前に、真実を取り戻さなければならない。,"완전히 미쳐 버리기 전에, 진실을 되찾아야 한다.",Debo recuperar la verdad antes de volverme completamente loco.,"Ich muss die Wahrheit wiederfinden, bevor ich vollends den Verstand verliere.",Preciso recuperar a verdade antes de enlouquecer de vez.,"Я должен вернуть правду, прежде чем окончательно сойду с ума.",
6/1/128,Text,CG,所有线索，都指向同一个源头……,所有線索，都指向同一個源頭……,All clues point to the same source...,Tous les indices mènent à une seule et même origine...,すべての手がかりは、ただ一つの源へとつながっている……,"모든 단서는, 하나의 근원을 가리키고 있다……",Todas las pistas apuntan a un mismo origen...,Alle Hinweise führen zu ein und derselben Quelle...,Todas as pistas apontam para a mesma origem...,Все улики указывают на один и тот же источник...,
6/1/129,Text,CG,圣露庄园,聖露莊園,Saint-Dew Manor,Manoir Sainte-Rosée,聖露荘園,성로 장원,Mansión Santa Rocío,Anwesen Sankt Tau,Solar Santa Orvalha,Поместье Святой Росы,
6/1/130,Text,Other,先看看门外是谁吧。,先看看門外是誰吧。,Let's see who's outside first.,Voyons d'abord qui est à la porte.,まずは外にいるのが誰か確認しよう。,우선 문 밖에 누가 있는지 보자.,Será mejor ver primero quién está afuera.,"Sehen wir erst einmal nach, wer draußen ist.",Melhor ver primeiro quem está do lado de fora.,"Сначала стоит посмотреть, кто там за дверью.",
6/1/131,Text,Other,密码好像不对。,密碼好像不對。,The code seems to be wrong.,Le code semble incorrect.,暗証番号が違うようだ。,비밀번호가 틀린 것 같다.,La contraseña parece incorrecta.,Der Code scheint falsch zu sein.,A senha parece estar errada.,"Похоже, код неверный.",
6/1/132,Text,Other,打开客厅大门，看看门外是谁。,打開客廳大門，看看門外是誰。,Open the living room door and see who's outside.,Ouvrez la porte du salon et voyez qui se trouve dehors.,客間の扉を開けて、外にいるのが誰か確認する。,거실 문을 열고 밖에 누가 있는지 확인하라.,Abre la puerta del salón y mira quién está afuera.,"Öffne die Tür zum Wohnzimmer und sieh nach, wer draußen ist.",Abra a porta da sala e veja quem está do lado de fora.,"Открой дверь гостиной и посмотри, кто снаружи.",
6/1/133,Text,Other,不能再让艾拉为我担心了。,不能再讓艾拉為我擔心了。,I can't let Ella worry about me anymore.,Je ne peux plus laisser Ella s'inquiéter pour moi.,これ以上、エラに心配をかけるわけにはいかない。,더는 엘라가 나를 걱정하게 둘 수는 없어.,No puedo seguir dejando que Ella se preocupe por mí.,Ich kann Ella nicht länger meinetwegen in Sorge lassen.,Não posso mais deixar Ella se preocupar comigo.,Я больше не могу заставлять Эллу тревожиться из-за меня.,
6/1/134,Text,Other,手套,手套,Gloves,Gants,手袋,장갑,Guantes,Handschuhe,Luvas,Перчатки,
